open_time,close,volume,trades
2026-08-20 23:00:00,74439.74,1716.15486,372549
2026-08-21 00:00:00,74510.77,1039.80072,226091
2026-08-21 01:00:00,75026.0,825.51685,172179
2026-08-21 02:00:00,75472.73,1138.68225,255057
2026-08-21 03:00:00,75646.21,1382.10073,284122
2026-08-21 04:00:00,76308.65,3775.56433,521797
2026-08-21 05:00:00,79258.03,4366.47306,663625
2026-08-21 06:00:00,77910.71,4167.07817,773764
2026-08-21 07:00:00,77810.02,1604.18384,346231
2026-08-21 08:00:00,76722.32,2387.74046,497903
2026-08-21 09:00:00,77223.66,2680.17653,426271
2026-08-21 10:00:00,77266.87,2022.51306,614968
2026-08-21 11:00:00,77384.68,1855.76373,451822
2026-08-21 12:00:00,77221.98,1316.36575,304276
2026-08-21 13:00:00,77486.01,1368.21973,319757
2026-08-21 14:00:00,77392.68,1099.33856,226156
2026-08-21 15:00:00,77146.0,1247.39698,224946
2026-08-21 16:00:00,77028.94,1151.33799,204987
2026-08-21 17:00:00,77520.19,905.49008,211082
2026-08-21 18:00:00,78505.15,1351.97974,340607
2026-08-21 19:00:00,78460.14,1022.8221,291342
2026-08-21 20:00:00,78338.03,821.59664,216016
2026-08-21 21:00:00,77953.3,822.10615,287777
2026-08-21 22:00:00,77830.01,612.96043,195187
2026-08-21 23:00:00,78470.0,965.16893,196380
2026-08-22 00:00:00,78410.98,734.8031,178441
2026-08-22 01:00:00,78470.0,738.35305,200119
2026-08-22 02:00:00,77380.75,3816.352,546223
2026-08-22 03:00:00,77486.09,838.31259,177941
2026-08-22 04:00:00,77289.18,634.34953,181595
2026-08-22 05:00:00,77210.55,870.47609,173301
2026-08-22 06:00:00,77061.99,1089.30988,198606
2026-08-22 07:00:00,76976.0,1058.83574,237123
2026-08-22 08:00:00,77130.02,729.38003,160718
2026-08-22 09:00:00,77300.27,529.84412,126274
2026-08-22 10:00:00,77288.62,471.5874,85644
2026-08-22 11:00:00,77003.62,534.05012,130334
2026-08-22 12:00:00,76978.83,465.28762,115065
2026-08-22 13:00:00,77288.01,537.52059,124396
2026-08-22 14:00:00,77278.01,367.89271,95143
2026-08-22 15:00:00,77257.86,246.33381,73576
2026-08-22 16:00:00,77418.25,260.41653,60303
2026-08-22 17:00:00,77311.69,351.69043,72436
2026-08-22 18:00:00,76856.01,472.54194,137618
2026-08-22 19:00:00,76997.76,933.98314,131298
2026-08-22 20:00:00,77074.93,442.95254,64547
2026-08-22 21:00:00,77302.65,422.64795,109912
2026-08-22 22:00:00,77190.29,315.9346,99628
2026-08-22 23:00:00,77079.46,272.44621,94964
2026-08-23 00:00:00,76927.87,542.03792,99139
2026-08-23 01:00:00,76602.0,1142.31377,197382
2026-08-23 02:00:00,76053.37,2021.52468,376404
