open_time,actual_range,predicted_range,baseline_range,model_error,baseline_error,hour_of_day,date,model_wins
2026-07-01 09:00:00-03:00,0.016336675348746842,0.009138660525279155,0.005979021152239374,0.007198014823467687,0.010357654196507467,9,2026-07-01,1
2026-07-01 10:00:00-03:00,0.01367102213563535,0.010451489813514354,0.016336675348746842,0.0032195323221209955,0.0026656532131114925,10,2026-07-01,0
2026-07-01 11:00:00-03:00,0.016892570969696832,0.010599378192205324,0.01367102213563535,0.006293192777491508,0.0032215488340614825,11,2026-07-01,0
2026-07-01 12:00:00-03:00,0.006699265687583416,0.009161675131071906,0.016892570969696832,0.0024624094434884903,0.010193305282113416,12,2026-07-01,1
2026-07-01 13:00:00-03:00,0.007517619030213986,0.009780909158239185,0.006699265687583416,0.0022632901280251983,0.0008183533426305706,13,2026-07-01,0
2026-07-01 14:00:00-03:00,0.004679982902107895,0.006321743624915916,0.007517619030213986,0.0016417607228080208,0.002837636128106091,14,2026-07-01,1
2026-07-01 15:00:00-03:00,0.0058793573137635785,0.005408632180349475,0.004679982902107895,0.0004707251334141035,0.001199374411655683,15,2026-07-01,1
2026-07-01 16:00:00-03:00,0.0053554202840701195,0.005523468201849421,0.0058793573137635785,0.0001680479177793015,0.000523937029693459,16,2026-07-01,1
2026-07-01 17:00:00-03:00,0.011872864356890313,0.005575778690500507,0.0053554202840701195,0.006297085666389806,0.006517444072820193,17,2026-07-01,1
2026-07-01 18:00:00-03:00,0.016452260912685455,0.006270676620194294,0.011872864356890313,0.01018158429249116,0.004579396555795142,18,2026-07-01,0
2026-07-01 19:00:00-03:00,0.008215713714514185,0.00812135850377511,0.016452260912685455,9.435521073907459e-05,0.00823654719817127,19,2026-07-01,1
2026-07-01 20:00:00-03:00,0.007362571331184689,0.007938778340320628,0.008215713714514185,0.000576207009135939,0.0008531423833294961,20,2026-07-01,1
2026-07-01 21:00:00-03:00,0.010123484609790678,0.00801209996179031,0.007362571331184689,0.0021113846480003678,0.0027609132786059892,21,2026-07-01,1
2026-07-01 22:00:00-03:00,0.00793669970590714,0.00538973372630415,0.010123484609790678,0.00254696597960299,0.002186784903883538,22,2026-07-01,0
2026-07-01 23:00:00-03:00,0.013458678633430542,0.0055642515463397236,0.00793669970590714,0.00789442708709082,0.005521978927523402,23,2026-07-01,0
2026-07-02 00:00:00-03:00,0.005428704819604138,0.007977814639184004,0.013458678633430542,0.0025491098195798657,0.008029973813826405,0,2026-07-02,1
2026-07-02 01:00:00-03:00,0.006440673708121776,0.006376852821117735,0.005428704819604138,6.382088700404055e-05,0.0010119688885176373,1,2026-07-02,1
2026-07-02 02:00:00-03:00,0.006515909593537877,0.006488573687517764,0.006440673708121776,2.733590602011296e-05,7.523588541610143e-05,2,2026-07-02,1
2026-07-02 03:00:00-03:00,0.0035233588567512696,0.006664346764960639,0.006515909593537877,0.0031409879082093693,0.0029925507367866075,3,2026-07-02,0
2026-07-02 04:00:00-03:00,0.006982913634140864,0.005265238835818378,0.0035233588567512696,0.001717674798322486,0.0034595547773895946,4,2026-07-02,1
2026-07-02 05:00:00-03:00,0.017347018828451893,0.00586637753326362,0.006982913634140864,0.011480641295188273,0.010364105194311028,5,2026-07-02,0
2026-07-02 06:00:00-03:00,0.004879399996866011,0.007965901072806768,0.017347018828451893,0.0030865010759407573,0.012467618831585882,6,2026-07-02,1
2026-07-02 07:00:00-03:00,0.004276866215185242,0.006220512641888712,0.004879399996866011,0.0019436464267034706,0.0006025337816807693,7,2026-07-02,0
2026-07-02 08:00:00-03:00,0.007584511069011898,0.007929400553137645,0.004276866215185242,0.00034488948412574657,0.0033076448538266563,8,2026-07-02,1
2026-07-02 09:00:00-03:00,0.008831263771605114,0.011314007123605621,0.007584511069011898,0.0024827433520005077,0.0012467527025932157,9,2026-07-02,0
2026-07-02 10:00:00-03:00,0.013055984761561487,0.013091962037602966,0.008831263771605114,3.597727604147914e-05,0.004224720989956373,10,2026-07-02,1
2026-07-02 11:00:00-03:00,0.006873070311702449,0.013363693007362416,0.013055984761561487,0.006490622695659967,0.006182914449859038,11,2026-07-02,0
2026-07-02 12:00:00-03:00,0.011042706875257966,0.007351710682249642,0.006873070311702449,0.003690996193008324,0.004169636563555517,12,2026-07-02,1
2026-07-02 13:00:00-03:00,0.005557880753506804,0.00838844426448159,0.011042706875257966,0.0028305635109747854,0.005484826121751162,13,2026-07-02,1
2026-07-02 14:00:00-03:00,0.0038195402432848217,0.006289868595241528,0.005557880753506804,0.002470328351956706,0.0017383405102219824,14,2026-07-02,0
2026-07-02 15:00:00-03:00,0.005527199266097985,0.005011196177674879,0.0038195402432848217,0.0005160030884231058,0.001707659022813163,15,2026-07-02,1
2026-07-02 16:00:00-03:00,0.004124395670488715,0.006518468286070826,0.005527199266097985,0.002394072615582111,0.0014028035956092696,16,2026-07-02,0
2026-07-02 17:00:00-03:00,0.0022312868532507217,0.005260446768862141,0.004124395670488715,0.003029159915611419,0.0018931088172379935,17,2026-07-02,0
2026-07-02 18:00:00-03:00,0.003096708612312122,0.0039022276396218207,0.0022312868532507217,0.0008055190273096985,0.0008654217590614004,18,2026-07-02,1
2026-07-02 19:00:00-03:00,0.004158219623131956,0.0032262122216947377,0.003096708612312122,0.0009320074014372184,0.001061511010819834,19,2026-07-02,1
2026-07-02 20:00:00-03:00,0.0053685648459640654,0.005125360397708252,0.004158219623131956,0.000243204448255813,0.0012103452228321094,20,2026-07-02,1
